age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target
40,F,Mangystau,970402.99,employed,16,4051469.87,31,48.72,1954795.23,2.0144,0,2,0,consumer,0
40,F,Akmola,79688.44,employed,13,373288.06,49,31.39,137075.18,1.7201,0,0,0,consumer,0
34,F,Atyrau,240481.19,employed,12,3305193.69,44,6.42,2998856.06,12.4702,3,0,1,auto,0
43,F,Mangystau,280364.63,employed,17,4223536.78,66,20.94,2513575.46,8.9653,0,2,0,consumer,0
53,F,Akmola,82323.95,employed,25,660469.72,63,33.42,133211.15,1.6181,2,1,2,consumer,1
37,F,Almaty,528873.09,employed,8,2232124.14,16,22.13,1820065.91,3.4414,3,0,0,auto,0
50,M,Almaty,376682.14,unemployed,23,1268062.11,16,22.82,614646.99,1.6317,2,0,0,consumer,0
32,F,Akmola,108574.14,employed,8,1388402.51,60,15.57,824859.24,7.5971,0,0,0,consumer,0
34,F,Nur-Sultan,78724.99,self_employed,11,402775.85,46,5.03,147357.92,1.8718,1,0,0,consumer,1
35,F,Aktobe,81434.11,self_employed,12,486344.7,65,4.82,143665.96,1.7642,3,1,0,consumer,0
43,F,Shymkent,100741.72,unemployed,17,741152.97,41,28.81,190692.77,1.8929,0,2,0,consumer,1
46,M,Shymkent,124349.99,self_employed,24,957019.67,48,21.44,551210.28,4.4327,3,0,0,consumer,0
55,F,Atyrau,257494.45,retired,29,1812065.17,58,24.09,504799.54,1.9604,3,0,2,consumer,0
33,M,Turkistan,74748.14,employed,7,1963626.17,73,9.5,1683852.08,22.5267,1,0,2,auto,0
54,M,East Kazakhstan,247260.55,employed,30,1084934.21,26,27.15,873228.54,3.5316,0,0,1,consumer,0
41,F,Almaty Region,203072.32,employed,16,1503486.77,51,18.46,831088.06,4.0926,4,9,327,consumer,0
42,M,Almaty Region,152916.97,employed,18,1423818.58,58,43.21,1109015.51,7.2524,0,2,0,consumer,0
45,F,Karaganda,700682.04,student,21,4175086.36,45,56.48,3539556.42,5.0516,3,0,1,auto,0
34,M,Zhambyl,78945.7,employed,12,666548.18,65,17.52,135514.29,1.7165,2,4,123,consumer,0
30,F,Kostanay,81207.88,employed,6,719847.42,68,16.12,483714.26,5.9564,0,0,0,consumer,1
29,M,Almaty,81619.46,employed,0,450589.14,41,34.5,152623.9,1.8699,0,1,0,consumer,0
42,F,Shymkent,1492485.58,self_employed,15,9080373.34,35,22.37,8422804.97,5.6435,3,0,0,auto,0
41,F,Aktobe,78106.73,employed,21,447271.85,48,24.78,87830.36,1.1245,2,6,97,consumer,0
33,M,Pavlodar,557611.33,employed,9,3403240.24,32,20.96,567134.58,1.0171,1,2,0,consumer,0
18,F,Zhambyl,82521.7,retired,0,154435.78,37,52.24,57733.41,0.6996,2,0,0,consumer,0
41,F,Zhambyl,517294.17,employed,14,4375889.27,39,13.36,3576073.83,6.913,2,0,0,auto,0
47,M,Nur-Sultan,94296.03,unemployed,24,1085598.51,43,16.16,452891.37,4.8028,4,0,1,consumer,0
42,M,Nur-Sultan,82958.62,retired,18,531153.28,56,27.91,65827.49,0.7935,3,2,0,consumer,0
30,F,Pavlodar,173879.37,self_employed,3,1654266.83,35,39.04,1041019.15,5.987,0,0,1,consumer,0
46,F,Karaganda,75896.83,retired,19,330605.09,60,24.94,191232.53,2.5196,4,0,0,consumer,1
41,F,Atyrau,79365.84,retired,11,165502.16,32,34.85,128470.67,1.6187,0,0,1,consumer,0
32,F,Kostanay,79564.58,self_employed,4,828880.19,56,15.01,318261.0,4.0,4,1,1,consumer,0
28,F,Turkistan,319665.79,unemployed,3,1997328.32,46,25.59,794657.01,2.4859,1,0,1,consumer,0
27,M,Shymkent,78398.66,self_employed,2,239749.63,15,25.5,150149.61,1.9152,2,2,0,consumer,1
21,M,West Kazakhstan,401933.4,employed,0,3503850.19,24,26.76,1261891.75,3.1395,0,2,0,consumer,0
43,F,Kyzylorda,269438.21,employed,22,2253810.9,59,27.1,516610.22,1.9174,0,1,0,consumer,0
53,M,Kyzylorda,81041.32,retired,29,380434.58,28,21.52,123469.58,1.5235,4,1,0,consumer,0
49,F,Karaganda,727787.04,employed,21,4295789.84,47,39.64,3232457.75,4.4415,2,0,0,consumer,0
27,F,Shymkent,131565.85,employed,2,1148468.78,34,39.78,893820.71,6.7937,1,0,0,consumer,0
36,F,Kostanay,85400.92,employed,12,562215.34,66,5.14,80108.48,0.938,2,2,0,consumer,0
58,F,Shymkent,163689.45,self_employed,38,1015543.1,18,21.26,593768.52,3.6274,0,1,0,consumer,0
58,M,Nur-Sultan,148692.8,employed,32,1795919.63,43,23.91,751231.79,5.0522,3,0,2,consumer,1
38,M,Atyrau,192677.66,employed,19,2656110.31,64,18.65,1575065.21,8.1746,0,0,0,consumer,1
23,M,Atyrau,85036.9,employed,1,1193509.8,58,26.49,949052.91,11.1604,1,0,0,consumer,1
33,F,Karaganda,82130.26,employed,8,433807.81,32,14.65,151139.13,1.8402,2,0,1,consumer,0
37,F,Almaty,952410.06,retired,9,4264637.47,20,20.14,3525404.5,3.7016,0,0,0,auto,0
30,F,East Kazakhstan,376837.19,retired,8,5722742.51,71,16.47,4534342.81,12.0326,0,1,1,auto,1
19,M,Kostanay,77085.23,employed,2,1016616.5,49,19.23,279059.5,3.6201,0,2,2,consumer,0
29,M,Mangystau,183964.47,employed,0,1930120.7,70,26.01,1641125.04,8.9208,5,0,2,auto,0
44,F,Almaty Region,79768.78,employed,20,262952.61,18,17.74,80408.37,1.008,2,0,0,consumer,0
34,M,Kostanay,427138.16,employed,13,1606746.84,22,21.59,693705.57,1.6241,0,2,0,consumer,0
25,F,Nur-Sultan,138564.09,retired,3,663065.51,17,28.69,512450.39,3.6983,3,0,1,consumer,0
52,F,Almaty Region,83335.41,employed,30,805730.27,43,26.72,93221.36,1.1186,3,0,1,consumer,0
44,M,Karaganda,78712.71,retired,17,358749.85,32,17.91,91948.96,1.1681,0,1,0,consumer,0
48,M,Turkistan,253569.02,self_employed,19,3436168.49,71,16.31,1078475.21,4.2532,1,0,0,consumer,0
20,F,Kyzylorda,160248.74,self_employed,0,2031003.17,61,17.85,1666139.68,10.3971,0,0,1,consumer,0
49,F,Nur-Sultan,80742.69,employed,27,318461.1,67,30.09,161287.51,1.9975,0,0,0,consumer,1
45,M,Almaty,238489.35,employed,22,2947559.81,35,10.71,2859355.36,11.9894,1,0,0,auto,0
31,M,Nur-Sultan,99941.23,employed,8,1185355.29,41,24.7,565126.25,5.6545,1,0,0,consumer,0
22,M,Shymkent,175299.82,employed,2,1635531.37,32,14.23,1220080.93,6.9599,0,1,0,consumer,0
34,M,Kyzylorda,1599221.43,employed,7,4028027.87,14,18.48,3078008.27,1.9247,3,1,0,consumer,1
33,M,Almaty,79847.95,student,10,325600.57,51,41.78,94883.4,1.1883,0,1,0,consumer,0
41,F,East Kazakhstan,451720.62,student,11,4203402.75,46,41.49,3826684.61,8.4713,0,0,0,auto,0
35,M,Aktobe,81206.87,employed,11,562075.51,45,26.96,194475.26,2.3948,1,10,214,consumer,0
33,F,East Kazakhstan,104403.46,unemployed,11,1113311.8,39,21.66,389962.47,3.7351,2,0,0,consumer,0
57,M,Atyrau,1261936.94,employed,35,8757149.51,36,8.47,8224167.87,6.5171,0,2,0,auto,0
22,M,Atyrau,76243.67,employed,1,437321.24,33,17.8,334407.95,4.386,2,2,0,consumer,0
21,F,Nur-Sultan,79865.73,student,0,186443.55,31,33.8,136876.7,1.7138,3,2,0,consumer,0
48,F,Almaty Region,79898.73,employed,26,429687.89,15,8.01,225753.68,2.8255,3,0,0,consumer,0
18,F,Almaty,82526.54,retired,1,491885.77,57,12.84,110839.8,1.3431,3,0,0,consumer,0
38,F,Almaty Region,415165.92,employed,11,1999058.79,18,26.41,865508.62,2.0847,3,0,0,consumer,0
80,M,Turkistan,78591.5,employed,43,445641.74,68,20.54,358941.58,4.5671,0,0,0,consumer,0
29,M,Almaty,304439.94,self_employed,6,2582155.13,33,20.62,1788942.86,5.8762,4,1,0,consumer,1
35,M,Almaty,681483.33,employed,14,3097281.08,12,43.01,1430331.66,2.0988,0,0,0,consumer,0
33,M,Atyrau,81559.03,employed,12,664326.88,55,28.43,490304.3,6.0116,0,2,0,consumer,1
41,F,Zhambyl,778696.92,employed,12,5536902.73,48,39.64,1086724.2,1.3956,0,0,2,consumer,1
48,F,Pavlodar,81460.73,unemployed,27,590070.35,45,23.47,334159.91,4.102,2,0,0,consumer,0
46,M,Mangystau,289524.92,employed,18,2751279.88,47,22.58,1853526.35,6.4019,0,1,2,consumer,0
70,M,Akmola,106692.34,retired,47,940916.16,31,28.46,574760.65,5.387,1,0,0,consumer,0
27,M,Almaty,76761.12,employed,1,472778.89,44,31.26,158523.06,2.0651,2,0,0,consumer,0
46,F,East Kazakhstan,226093.35,employed,20,1839413.76,71,30.13,1492890.25,6.603,3,0,0,consumer,0
25,F,Turkistan,314956.83,employed,0,1835904.97,20,20.9,1510567.68,4.7961,3,2,0,auto,0
38,F,Nur-Sultan,85963.04,retired,15,71929.01,41,29.38,51761.04,0.6021,0,0,2,consumer,0
23,M,Turkistan,319900.98,employed,0,4248119.15,57,11.65,1806172.8,5.646,3,2,0,consumer,0
39,M,Almaty,100593.68,employed,13,888918.28,44,37.73,386876.92,3.8459,3,6,203,consumer,0
26,M,East Kazakhstan,142942.32,employed,2,1060680.83,73,23.36,403390.25,2.822,2,0,0,consumer,1
43,M,Almaty,300003.33,self_employed,20,924241.61,11,28.03,458590.76,1.5286,0,0,2,consumer,0
33,F,East Kazakhstan,80665.1,employed,7,976343.71,70,19.82,394762.4,4.8938,1,0,0,consumer,0
50,F,Aktobe,175193.13,employed,21,1823892.9,63,23.78,201434.82,1.1498,3,1,0,consumer,0
35,F,East Kazakhstan,636122.42,employed,13,6084008.12,60,49.29,3177095.16,4.9945,1,9,242,consumer,1
43,M,Zhambyl,301592.62,employed,20,2779015.12,61,15.42,2308512.92,7.6544,5,1,0,auto,0
60,M,Shymkent,263011.42,unemployed,35,1257564.02,21,16.39,946498.83,3.5987,3,12,314,consumer,0
33,F,Nur-Sultan,199613.9,self_employed,11,3122307.8,61,8.83,1428299.86,7.1553,1,2,0,consumer,0
41,F,Kyzylorda,590321.58,employed,20,3994786.5,50,22.83,3069029.76,5.1989,0,1,0,consumer,0
27,F,Almaty Region,78310.56,retired,4,408886.07,38,24.61,211397.09,2.6994,3,0,0,consumer,0
27,M,Nur-Sultan,98158.27,employed,1,1192041.54,37,16.68,843923.07,8.5975,0,1,0,consumer,0
41,F,Atyrau,1087466.09,unemployed,17,10115742.27,69,33.1,3472901.59,3.1936,1,0,0,consumer,0
33,M,East Kazakhstan,148144.17,employed,7,1161598.02,55,29.79,581941.96,3.9282,3,0,2,consumer,0
46,M,Almaty,232947.45,employed,21,2986358.89,38,11.15,2702958.17,11.6032,1,1,0,auto,0
52,F,Almaty,79699.87,employed,28,186003.3,47,18.16,141680.69,1.7777,2,0,1,consumer,0
46,M,Shymkent,94242.41,unemployed,20,515173.25,19,34.57,202229.63,2.1458,2,1,0,consumer,0
23,F,Nur-Sultan,136245.73,retired,2,636052.33,16,27.56,530812.47,3.896,0,0,0,consumer,0
47,M,Kyzylorda,311393.08,self_employed,19,1054903.26,18,31.6,220541.93,0.7082,3,2,0,consumer,0
38,F,East Kazakhstan,234444.78,unemployed,14,2217529.78,27,18.83,1266571.56,5.4024,2,0,0,consumer,0
51,M,Almaty,312842.78,employed,26,3770730.38,40,14.94,604391.96,1.9319,2,2,1,consumer,0
27,M,Nur-Sultan,755497.57,employed,5,3739656.38,24,9.02,3360190.8,4.4476,4,0,2,auto,0
51,F,Kostanay,126308.33,employed,26,521948.8,21,24.55,436003.72,3.4519,1,1,0,consumer,0
39,F,Turkistan,383962.13,employed,20,1334756.5,18,30.32,165473.26,0.431,1,2,0,consumer,1
26,M,Aktobe,484562.38,employed,3,3165930.63,60,34.43,325292.62,0.6713,0,8,238,consumer,0
50,M,Akmola,165572.23,self_employed,27,1395858.96,56,25.19,752946.36,4.5475,1,10,250,consumer,0
33,M,Kyzylorda,95816.01,self_employed,4,1135858.96,59,24.29,731410.67,7.6334,1,0,1,consumer,1
36,M,Nur-Sultan,489569.04,retired,9,4626253.93,70,20.14,4143216.27,8.463,2,0,2,auto,0
45,M,Almaty,80421.56,retired,22,313319.15,48,25.52,239576.57,2.979,1,0,2,consumer,0
29,M,Nur-Sultan,256513.14,employed,5,1752449.55,38,19.45,749991.99,2.9238,2,0,0,consumer,0
30,M,Almaty,639297.61,employed,4,2563507.59,14,46.46,1926889.21,3.0141,3,0,0,consumer,1
37,F,Almaty Region,435939.41,employed,7,1341758.9,16,8.52,851122.01,1.9524,4,0,2,consumer,0
27,M,Almaty,169823.13,employed,0,2281549.65,52,14.18,1874294.44,11.0367,1,1,0,auto,0
45,M,Nur-Sultan,223638.88,employed,20,1331206.4,36,32.6,213528.62,0.9548,1,0,0,consumer,0
73,F,Akmola,76292.27,employed,42,259430.04,17,22.92,123650.6,1.6207,0,0,0,consumer,0
41,F,North Kazakhstan,80292.09,retired,13,230954.61,58,50.29,104303.17,1.299,2,0,0,consumer,0
46,F,Nur-Sultan,129144.38,employed,19,1540632.83,57,5.1,352994.46,2.7333,0,0,0,consumer,0
46,F,Almaty,645505.56,unemployed,22,2703467.86,16,35.84,1005792.17,1.5581,0,0,1,consumer,0
29,M,Karaganda,118186.41,employed,5,898331.66,46,17.61,553705.57,4.685,2,0,0,consumer,0
31,M,Almaty Region,84193.16,student,3,222963.29,28,16.32,146149.1,1.7359,2,0,1,consumer,0
55,M,Karaganda,78075.12,retired,31,392635.82,19,29.26,134229.91,1.7192,4,0,0,consumer,0
38,F,Almaty,77497.08,student,15,126252.65,16,39.48,40340.19,0.5205,2,2,0,consumer,0
61,M,Atyrau,1315419.1,employed,39,8954304.85,39,8.9,8214007.78,6.2444,0,0,0,auto,0
31,F,East Kazakhstan,253575.52,employed,10,2284093.63,70,23.32,1269322.95,5.0057,4,2,0,consumer,0
36,M,Shymkent,142066.29,self_employed,15,1129244.7,46,18.82,263052.27,1.8516,3,0,1,consumer,0
34,M,Almaty Region,75362.92,retired,10,146146.5,22,19.87,111191.8,1.4754,3,2,0,consumer,0
50,M,Kostanay,476832.11,unemployed,25,3178191.01,29,31.47,1687164.34,3.5383,3,3,93,consumer,0
27,M,Nur-Sultan,193220.67,employed,0,1621922.08,43,4.96,912146.95,4.7207,3,0,2,consumer,0
18,F,Almaty,78796.88,employed,0,238143.44,12,21.72,151709.17,1.9253,0,0,0,consumer,0
27,M,Zhambyl,2106353.51,employed,3,9298677.81,21,16.51,8311382.76,3.9459,1,0,2,auto,0
34,M,Turkistan,166066.22,employed,11,2010031.37,66,7.33,1552054.93,9.3459,0,8,213,consumer,0
67,M,West Kazakhstan,348225.27,employed,46,2521702.28,65,28.51,309526.89,0.8889,1,1,0,consumer,0
25,F,West Kazakhstan,2665910.83,employed,0,8472961.73,17,13.94,2301811.49,0.8634,0,2,2,consumer,0
26,M,Zhambyl,82005.09,employed,0,948518.12,68,37.42,392097.33,4.7813,2,2,2,consumer,0
31,M,Almaty Region,81277.82,employed,9,719003.26,73,16.69,177560.45,2.1846,2,0,0,consumer,0
34,F,Aktobe,2069565.54,retired,9,5951358.95,13,30.89,5210131.02,2.5175,3,0,0,auto,0
47,F,Nur-Sultan,79855.9,retired,26,443735.86,17,31.62,311357.73,3.8989,3,2,0,consumer,0
39,F,West Kazakhstan,80848.3,retired,15,399181.63,29,27.02,273366.08,3.3812,1,2,2,consumer,0
21,F,Karaganda,131218.67,employed,0,2573571.23,52,9.65,1176921.62,8.9691,1,0,0,consumer,0
29,F,Almaty,576096.29,retired,5,4846579.12,44,32.82,4544780.56,7.8889,3,2,2,auto,0
21,M,West Kazakhstan,78739.69,retired,2,317308.79,62,26.53,94472.26,1.1998,0,2,2,consumer,0
32,M,Almaty,189432.83,employed,10,979021.13,28,15.19,288724.13,1.5241,1,0,0,consumer,0
51,M,Kyzylorda,80586.87,retired,31,381736.14,30,21.93,131691.05,1.6341,4,0,0,consumer,0
63,F,Nur-Sultan,81868.04,retired,37,487222.78,26,22.71,387070.22,4.7279,1,0,2,consumer,0
48,F,Pavlodar,143830.48,unemployed,22,440280.85,14,19.57,243365.63,1.692,1,0,1,consumer,0
35,F,Almaty Region,215398.88,self_employed,11,2653824.4,49,37.0,875593.31,4.065,2,0,0,consumer,0
24,F,Almaty,84947.66,retired,0,554195.37,39,32.26,264657.19,3.1155,1,2,0,consumer,0
40,F,East Kazakhstan,827136.99,employed,20,6548748.01,37,8.79,2960656.1,3.5794,3,2,0,consumer,0
48,F,Nur-Sultan,83506.66,retired,25,127126.11,40,32.0,60386.52,0.7231,2,0,0,consumer,0
42,F,Almaty,130925.59,unemployed,17,1354880.5,53,14.73,763108.6,5.8285,3,0,1,consumer,0
37,F,Atyrau,674945.87,employed,13,2167644.53,18,20.59,1110845.4,1.6458,1,0,1,consumer,0
28,F,Pavlodar,80733.81,retired,2,115289.6,24,18.21,85783.95,1.0625,0,1,2,consumer,0
80,M,Zhambyl,1385019.15,employed,46,10645001.92,45,12.34,8629212.98,6.2304,1,0,0,auto,0
50,M,Almaty,167457.8,student,23,506817.72,14,31.43,224458.41,1.3404,1,0,0,consumer,1
38,M,West Kazakhstan,81521.57,retired,17,321552.47,40,37.67,240365.8,2.9485,5,0,0,consumer,1
46,F,Shymkent,82867.24,retired,24,213446.93,30,31.54,58565.52,0.7067,0,1,0,consumer,1
33,M,Karaganda,366998.12,employed,9,3029088.45,25,29.02,935137.51,2.5481,0,0,0,consumer,0
31,F,West Kazakhstan,625290.32,employed,3,3663230.65,57,43.95,2448826.84,3.9163,2,0,0,consumer,0
43,M,West Kazakhstan,76581.38,employed,16,788965.06,68,13.35,415658.74,5.4276,3,0,2,consumer,0
18,M,Kostanay,130390.08,employed,0,1855154.86,46,26.88,972645.93,7.4595,3,8,212,consumer,0
33,F,Almaty,77445.7,employed,7,822882.95,65,22.11,186244.93,2.4048,0,1,0,consumer,0
32,F,Turkistan,311109.0,unemployed,4,1818684.12,42,25.21,795229.34,2.5561,3,1,0,consumer,0
24,M,Mangystau,95484.37,employed,0,413148.35,20,24.42,64894.55,0.6796,3,0,1,consumer,0
55,F,Almaty Region,269675.66,employed,33,1349351.6,23,25.53,897930.67,3.3297,1,0,0,consumer,0
21,M,Karaganda,122997.77,employed,0,744049.37,64,35.67,542157.31,4.4078,1,0,2,consumer,0
40,F,West Kazakhstan,82108.49,retired,16,403504.8,55,37.52,207334.62,2.5251,0,1,0,consumer,1
35,F,East Kazakhstan,116963.01,employed,9,706580.78,17,14.65,430414.8,3.6799,0,0,1,consumer,0
48,M,Kyzylorda,383280.15,unemployed,23,3124009.28,45,14.17,1502122.41,3.9191,2,0,2,consumer,0
32,F,Almaty,711565.69,employed,6,10695602.69,46,8.33,6122702.08,8.6045,0,7,245,consumer,0
41,M,Almaty,343449.71,employed,18,3487247.35,67,34.8,1524449.95,4.4386,1,1,0,consumer,0
42,F,Almaty Region,80442.92,employed,21,196803.05,52,13.42,95294.12,1.1846,1,0,1,consumer,0
31,F,East Kazakhstan,100484.53,employed,8,1605713.48,58,15.55,260787.77,2.5953,0,0,1,consumer,0
31,M,Karaganda,249676.86,employed,5,2696374.09,70,18.88,681303.58,2.7287,3,0,2,consumer,0
50,M,Aktobe,76694.03,employed,27,694250.32,66,23.74,404684.23,5.2765,0,0,0,consumer,0
43,F,West Kazakhstan,79898.24,self_employed,18,407693.42,43,22.9,263073.42,3.2926,5,0,1,consumer,0
51,F,North Kazakhstan,80691.79,employed,28,1077764.02,50,6.37,420915.18,5.2163,2,2,0,consumer,1
53,M,Shymkent,73511.73,employed,24,352288.86,22,12.4,72043.62,0.98,2,1,0,consumer,0
20,M,Kyzylorda,185539.55,employed,2,876068.99,23,20.79,424556.95,2.2882,0,0,0,consumer,0
53,F,Akmola,310576.7,employed,26,1731475.55,47,32.23,927103.33,2.9851,3,0,2,consumer,0
36,F,Almaty Region,545106.48,employed,17,5252622.8,36,9.1,3492815.68,6.4076,2,12,356,consumer,0
33,F,East Kazakhstan,124359.97,employed,12,1293402.61,58,26.78,226750.7,1.8233,2,0,1,consumer,0
38,F,Nur-Sultan,355052.86,employed,14,1145068.06,19,17.86,324197.49,0.9131,0,1,0,consumer,0
48,M,Kyzylorda,134152.85,employed,23,847514.86,26,20.0,502332.04,3.7444,3,0,2,consumer,0
78,F,Karaganda,78183.63,employed,43,609344.77,53,26.91,133430.96,1.7066,2,0,0,consumer,1
47,M,Almaty,77594.64,employed,21,425008.15,41,10.88,344553.51,4.4404,3,1,0,consumer,0
78,M,Almaty Region,76959.58,self_employed,47,408162.98,42,17.97,53558.79,0.6959,6,0,1,consumer,0
48,M,North Kazakhstan,84168.99,employed,25,461916.24,48,15.88,81286.86,0.9657,1,6,162,consumer,0
35,F,Pavlodar,256620.97,employed,9,3279659.95,65,16.45,2395548.24,9.3349,1,2,0,consumer,0
47,M,Nur-Sultan,76941.31,employed,21,528523.59,35,11.28,114654.7,1.4901,0,0,0,consumer,0
19,F,Nur-Sultan,109080.78,employed,2,635919.59,45,30.41,350145.56,3.2099,2,2,2,consumer,0
33,F,Shymkent,267174.55,self_employed,8,1170760.5,23,45.5,257661.78,0.9644,3,2,0,consumer,0
21,M,Kostanay,106207.23,employed,0,716281.1,35,26.71,379341.81,3.5717,0,2,0,consumer,0
46,F,Atyrau,527440.33,employed,23,3697459.29,30,14.9,2795955.8,5.301,1,1,0,consumer,0
19,F,Mangystau,88423.71,employed,1,1293667.46,66,8.92,487228.1,5.5101,1,0,1,consumer,0
42,M,Pavlodar,82126.77,self_employed,16,567369.55,68,17.58,277778.13,3.3823,2,0,0,consumer,0
34,F,East Kazakhstan,89351.7,self_employed,11,1189488.29,60,26.73,532035.67,5.9543,1,0,0,consumer,1
28,M,Turkistan,105429.78,employed,3,1008835.82,45,27.46,577128.88,5.474,2,0,2,consumer,0
60,M,Almaty,177511.41,employed,35,2042208.89,52,36.49,594529.83,3.3492,3,0,0,consumer,0
49,M,Akmola,633965.09,employed,22,2040123.76,18,18.24,1578431.84,2.4898,4,0,0,consumer,0
35,M,West Kazakhstan,79482.42,unemployed,13,918210.27,69,18.14,564011.82,7.096,1,1,2,consumer,0
56,F,Almaty,158004.72,employed,32,1022273.87,49,28.6,169696.72,1.074,3,2,1,consumer,0
35,F,Kostanay,321162.86,self_employed,9,1473362.98,31,27.77,449223.62,1.3987,2,1,2,consumer,0
51,F,Mangystau,112061.01,self_employed,29,809822.14,50,33.24,658509.08,5.8763,2,0,1,consumer,0
54,F,Nur-Sultan,178217.18,employed,27,1789795.49,67,19.84,1126539.56,6.3211,1,0,0,consumer,0
31,F,East Kazakhstan,253246.23,employed,11,2417110.49,71,23.0,1271446.7,5.0206,4,2,0,consumer,0
49,F,Nur-Sultan,78538.23,employed,27,338320.94,24,24.89,265682.83,3.3828,3,0,0,consumer,0
45,M,Almaty Region,80051.05,employed,23,175093.01,51,6.88,100907.11,1.2605,2,1,0,consumer,0
44,M,Turkistan,234186.23,employed,19,2014295.62,38,15.13,1961872.87,8.3774,2,2,1,auto,0
41,M,Pavlodar,79695.13,retired,18,290303.73,48,28.84,240782.02,3.0213,3,0,2,consumer,0
25,F,West Kazakhstan,561997.01,employed,0,7464860.52,54,16.99,6816345.82,12.1288,3,0,1,auto,0
37,F,East Kazakhstan,231773.98,unemployed,15,2063400.04,30,19.44,1269974.59,5.4793,2,0,0,consumer,0
34,F,West Kazakhstan,74047.26,student,12,239478.97,18,40.15,84229.67,1.1375,0,0,0,consumer,0
30,M,Zhambyl,80512.39,student,10,893008.66,61,28.27,536225.07,6.6601,1,1,1,consumer,1
22,F,Almaty Region,742504.15,employed,1,5722024.22,49,16.72,5411610.23,7.2883,1,2,2,auto,0
50,M,Akmola,143020.46,self_employed,26,1449749.05,27,23.86,386209.46,2.7004,2,1,1,consumer,0
18,F,Almaty,83908.69,self_employed,0,339451.13,58,27.73,161572.49,1.9256,3,1,1,consumer,0
37,M,Karaganda,1759588.78,employed,10,6321957.35,19,13.24,2456490.19,1.3961,2,0,0,consumer,0
27,M,Atyrau,79851.1,employed,1,439712.04,63,25.47,74990.65,0.9391,0,1,2,consumer,0
66,M,Almaty,118928.1,employed,38,371117.66,19,34.3,237735.3,1.999,0,0,0,consumer,0
18,F,Pavlodar,127760.3,employed,1,720763.86,19,26.42,409036.66,3.2016,1,0,0,consumer,0
42,F,Atyrau,89837.26,employed,13,866484.4,38,30.32,638385.08,7.1059,0,2,1,consumer,0
39,F,Nur-Sultan,301858.28,employed,8,971634.89,14,33.09,156747.02,0.5193,3,1,0,consumer,0
33,F,Kostanay,842751.6,employed,7,5058580.85,25,5.8,3956365.12,4.6946,3,0,0,auto,0
53,M,Kostanay,83281.4,employed,32,115061.5,67,36.26,47368.83,0.5688,3,0,1,consumer,0
38,M,Kyzylorda,337022.79,self_employed,12,2080707.78,21,12.22,501575.11,1.4882,1,1,2,consumer,1
26,F,Nur-Sultan,262723.36,self_employed,2,2035754.19,52,23.52,1122133.91,4.2711,0,0,0,consumer,0
40,M,Turkistan,137485.25,employed,13,786528.19,28,12.88,650909.58,4.7344,1,0,0,consumer,0
44,F,Almaty Region,72881.47,unemployed,20,878863.35,65,13.2,779570.74,10.6963,0,1,0,consumer,0
34,F,Atyrau,243451.94,employed,10,3436690.16,45,6.37,2880621.89,11.8324,3,0,0,auto,0
42,F,West Kazakhstan,298992.26,employed,17,1756587.79,42,19.57,1425637.11,4.7681,3,0,0,consumer,0
22,F,Almaty Region,746658.01,employed,2,5835574.9,50,18.24,5342478.09,7.1552,1,0,2,auto,0
26,M,Almaty,177204.27,employed,0,1897907.81,37,14.35,1258906.75,7.1042,3,0,2,consumer,0
42,M,Almaty,75983.4,employed,20,846153.55,72,17.58,343176.12,4.5164,1,2,2,consumer,0
40,F,Atyrau,725067.19,employed,11,3939573.41,20,25.45,2438311.03,3.3629,0,0,2,consumer,0
49,F,Karaganda,99017.11,employed,21,787675.68,55,22.54,194828.34,1.9676,0,0,0,consumer,0
49,F,Pavlodar,115011.32,employed,23,1942224.66,61,5.78,1126430.32,9.794,1,6,227,consumer,0
31,M,North Kazakhstan,79926.86,employed,8,527623.01,61,39.12,53588.45,0.6705,2,1,2,consumer,0
52,F,Shymkent,82432.83,employed,32,689357.11,57,24.09,186497.18,2.2624,1,11,280,consumer,1
48,F,Karaganda,93266.12,employed,18,814593.27,56,22.37,190868.43,2.0465,1,0,1,consumer,0
45,M,Almaty,109924.64,retired,18,669296.7,24,27.3,329298.76,2.9957,1,2,0,consumer,0
30,M,Nur-Sultan,100699.82,employed,9,1201823.27,41,23.08,545734.04,5.4194,4,0,1,consumer,0
40,M,Almaty,353049.42,employed,20,3678538.51,68,34.28,1661025.22,4.7048,0,2,2,consumer,0
40,F,Turkistan,550144.04,employed,19,2214006.71,19,18.27,400488.34,0.728,3,1,1,consumer,0
46,M,Almaty Region,87429.17,student,22,585972.53,31,37.74,330692.03,3.7824,2,10,256,consumer,1
46,F,Karaganda,136375.3,employed,16,2062952.72,62,25.14,1545238.84,11.3307,0,0,0,consumer,0
80,F,Turkistan,85275.81,self_employed,45,439290.23,41,26.46,376858.83,4.4192,2,0,0,consumer,0
35,M,North Kazakhstan,88048.09,employed,7,1089090.94,44,29.52,354756.36,4.0291,1,0,2,consumer,0
35,M,Almaty,80428.54,employed,10,278170.23,37,26.21,217033.85,2.6984,3,0,0,consumer,0
34,M,Aktobe,136249.38,employed,9,1100846.33,25,26.41,547985.94,4.0219,4,0,0,consumer,0
